0,1
1,1
2,9
3,9
4,9
5,6
6,6
7,6
8,4
9,6
10,6
11,2
12,8
13,1
14,1
15,6
16,4
17,4
18,4
19,6
20,6
21,8
22,8
23,5
24,5
25,3
26,2
27,9
28,9
29,9
30,9
31,3
32,3
33,9
34,2
35,7
36,7
37,7
38,4
39,1
40,1
41,5
42,5
43,7
44,1
45,7
46,4
47,2
48,2
49,3
50,3
51,5
52,5
53,5
54,1
55,0
56,2
57,0
58,2
59,9
60,9
61,8
62,8
63,6
64,7
65,0
66,0
67,3
68,5
69,0
70,0
71,6
72,8
73,2
74,2
75,5
76,2
77,2
78,1
79,0
80,0
81,0
82,3
83,3
84,2
85,7
86,7
87,7
88,7
89,7
90,0
91,9
92,9
93,9
94,9
95,2
96,2
97,2
98,2
99,2
100,2
101,2
102,2
103,2
104,6
105,0
106,1
107,8
108,1
109,1
110,1
111,1
112,1
113,1
114,1
115,1
116,1
117,1
118,1
119,5
120,0
121,2
122,5
123,6
124,6
125,1
126,6
127,3
128,2
129,0
130,4
131,4
132,5
133,0
134,5
135,6
136,6
137,6
138,6
139,8
140,2
141,8
142,8
143,8
144,2
145,2
146,0
147,0
148,2
149,9
150,0
151,9
152,7
153,0
154,2
155,2
156,2
157,6
158,2
159,3
160,3
161,1
162,7
163,7
164,9
165,4
166,1
167,1
168,1
169,1
170,1
171,1
172,1
173,1
174,1
175,1
176,1
177,5
178,3
179,3
180,8
181,6
182,4
183,4
184,4
185,6
186,5
187,8
188,8
189,1
190,0
191,0
192,0
193,0
194,0
195,0
196,0
197,0
198,0
199,0
200,0
201,6
202,6
203,6
204,5
205,6
206,6
207,5
208,3
209,5
210,6
211,3
212,3
213,3
214,3
215,3
216,3
217,3
218,3
219,3
220,3
221,3
222,3
223,3
224,3
225,3
226,3
227,3
228,3
229,3
230,3
231,3
232,3
233,3
234,2
235,4
236,2
237,0
238,2
239,6
240,6
241,9
242,9
243,2
244,1
245,1
246,4
247,5
248,7
249,2
250,6
251,5
252,2
253,2
254,8
255,8
256,6
257,2
258,6
259,5
260,5
261,5
262,8
263,8
264,8
265,1
266,2
267,6
268,6
269,9
270,2
271,2
272,1
273,8
274,2
275,6
276,7
277,1
278,7
279,7
280,7
281,1
282,7
283,2
284,5
285,2
286,6
287,6
288,2
289,6
290,6
291,6
292,6
293,6
294,6
295,6
296,6
297,6
298,6
299,7
300,7
301,6
302,0
303,2
304,1
305,1
306,9
307,2
308,2
309,4
310,6
311,2
312,5
313,6
314,6
315,9
316,2
317,4
318,7
319,4
320,7
321,2
322,2
323,2
324,5
325,7
326,7
327,7
328,6
329,2
330,6
331,2
332,2
333,6
334,6
335,2
336,2
337,6
338,6
339,9
340,2
341,6
342,2
343,0
344,2
345,8
346,7
347,2
348,2
349,9
350,9
351,8
352,7
353,2
354,6
355,1
356,1
357,9
358,6
359,2
360,8
361,2
362,0
363,9
364,2
365,9
366,2
367,7
368,3
369,1
370,3
371,9
372,9
373,9
374,9
375,1
376,9
377,6
378,1
379,3
380,2
381,0
382,8
383,6
384,8
385,6
386,7
387,2
388,6
389,7
390,0
391,9
392,6
393,6
394,1
395,8
396,7
397,0
398,0
399,0
400,9
401,2
402,2
403,7
404,9
405,0
406,2
407,1
408,1
409,6
410,6
411,2
412,4
413,5
414,2
415,2
416,6
417,7
418,9
419,0
420,7
421,2
422,7
423,9
424,3
425,6
426,4
427,5
428,2
429,6
430,1
431,2
432,4
433,1
434,8
435,6
436,3
437,1
438,2
439,7
440,7
441,2
442,5
443,6
444,9
445,5
446,8
447,3
448,9
449,1
450,6
451,3
452,9
453,1
454,4
455,7
456,7
457,7
458,0
459,2
460,2
461,2
462,8
463,5
464,8
465,1
466,1
467,7
468,7
469,2
470,2
471,9
472,6
473,6
474,2
475,0
476,9
477,2
478,7
479,8
480,2
481,6
482,0
483,4
484,9
485,6
486,2
487,6
488,9
489,6
490,2
491,2
492,8
493,0
494,2
495,3
496,2
497,2
498,9
499,1
500,5
501,9
502,2
503,0
504,1
505,3
506,8
507,7
508,6
509,0
510,4
511,9
512,9
513,3
514,3
515,0
516,1
517,7
518,2
519,7
520,9
521,4
522,9
523,9
524,4
525,4
526,4
527,6
528,4
529,5
530,5
531,9
532,9
533,2
534,0
535,1
536,1
537,0
538,2
539,2
540,7
541,6
542,6
543,1
544,5
545,9
546,6
547,4
548,5
549,9
550,8
551,8
552,2
553,2
554,2
555,3
556,4
557,3
558,6
559,7
560,6
561,6
562,7
563,2
564,2
565,4
566,2
567,6
568,7
569,7
570,7
571,6
572,4
573,5
574,5
575,9
576,5
577,3
578,9
579,2
580,9
581,9
582,6
583,6
584,7
585,2
586,9
587,1
